cnpj_basico;cnpj_ordem;cnpj_dv;identificador_matriz_filial;nome_fantasia;situacao_cadastral;data_situacao_cadastral;data_inicio_atividade;cnae_fiscal_principal;cnae_fiscal_secundaria;tipo_logradouro;logradouro;numero;complemento;bairro;cep;uf;municipio;ddd1;telefone1;ddd2;telefone2;ddd_fax;fax;correio_eletronico;situacao_especial;data_situacao_especial
1654370;1;5;1;Não informado;4;2018-09-06;1996-07-02;4618499;4618401,4618402,4618403;;LOTEAM. RESID RODEOS DRIVE;S/N;LOTE 8 QUADRA 02;MOMBUCA;24900001.0;RJ;5853;21;5928074;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
3310997;1;74;1;Não informado;4;2018-11-30;1999-06-08;4729699;Não informado;RUA;66;S/N;LOTE 28 LOJA 03 PARTE;ITAIPUACU;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
3319044;1;77;1;DELFIM LAJES;3;2023-04-28;1999-05-19;4744099;4789001;RUA;VAN LERBERGUE;S/N;LOTE  25                  QUADRA20;JARDIM ATLANTICO OESTE;24935440.0;RJ;5853;21;37321200;Não informado;Não informado;21;26379164;COMERCIAL.DELFIMLAJES@GMAIL.COM;Não informado;Não informado
4982391;1;48;1;Não informado;8;2004-08-25;2002-03-05;5611201;Não informado;RUA;ALMEIDA FAGUNDES;104;LOJA 2-A E 3;CENTRO;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
63236;1;77;1;Não informado;8;1997-07-31;1994-05-05;2833000;2832100,3321000;AVENIDA;MONS EMERSON NEGREIROS;153;Não informado;INOA;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
1692924;1;69;1;Não informado;8;2015-02-09;1997-02-28;4744005;Não informado;RODOVIA;AMARAL PEIXOTO;S/N;KM 21 LOTE 6;SAO JOSE DE EMBASSAY;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
64435;1;8;1;Não informado;8;1996-12-31;1994-05-06;4712100;Não informado;RUA;82;S/N;QUADRA 427 LOTE 22;ITAIPUACU;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
1698623;1;42;1;Não informado;4;2018-09-06;1997-01-22;2542000;Não informado;RODOVIA;AMARAL PEIXOTO;1995;KM 21;SAO JOSE;24900001.0;RJ;5853;21;7371610;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
3351886;1;6;1;HIDRAULICO DE ITAPEBA;4;2018-11-30;1999-08-16;4789099;Não informado;RODOVIA;AMARAL PEIXOTO;16401;LOJA 02;ITAPEBA;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
1703167;1;81;1;Não informado;8;2002-11-01;1997-03-05;4744005;Não informado;RUA;TRINTA E QUATRO;SN;LTE 01 QDR 77- PARTE;ITAIPUACU;24910000.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
3359554;1;78;1;Não informado;8;2022-10-17;1999-07-12;4744005;Não informado;RUA;HEROTIDES DA COSTA BEZERRA;S/N;Não informado;CALABOCA;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
5010906;1;0;1;TATUAPU BAR;8;2016-03-08;2002-02-01;5611201;Não informado;AVENIDA;ROBERTO SILVEIRA;945;LOJAS 01,02,03;FLAMENGO;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
100653;1;42;1;Não informado;8;2015-02-09;1994-06-23;5611203;Não informado;AVENIDA;CINCO;S/N;LOTE 4 QD 118 L 1;JARDIM BALNEARIO;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
5030992;1;13;1;Não informado;2;;2002-04-16;6201501;6204000;RUA;ANTONIO COSTA;53;LOTE 7A;BARRA EUROPA;24900001.0;RJ;5853;21;99759854;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
5040207;1;3;1;Não informado;2;2004-07-10;2002-04-30;4751201;Não informado;AVENIDA;FRANCISCO SABINO DA COSTA;398;LOJAS 102 E 104;CENTRO;24900001.0;RJ;5853;21;26374199;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
3394679;1;39;1;Não informado;8;2015-02-09;1999-08-09;9312300;Não informado;RUA;SESSENTA E QUATRO;S/N;LOTE, 11 - QUADRA 150;JARDIM BALNEARIO;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
3411484;1;50;1;VIDEO LOCADORA SANT ANNA;8;2008-12-31;1999-09-14;9329899;Não informado;RUA;PROFESSOR CARDOSO DE MENESES;112;LOTE 18 LOJA 1;ITAIPUACU;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
1758354;1;62;1;MAGIA DO PAO;4;2018-11-30;1997-03-26;1091101;Não informado;RUA;83;S/N;LOTE 29 QUADRA 137;BOQUEIRAO;24900001.0;RJ;5853;21;7372154;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
141130;1;44;1;Não informado;8;2008-12-31;1994-08-08;5611201;Não informado;RUA;DOMICIO DA GAMA;89;LOJA 05;CENTRO;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
142784;1;92;1;BAZAR CRIANCA E CIA;8;2008-12-31;1994-08-11;4713004;Não informado;ESTRADA;HUM B ITAIPUACU;S/N;L 04/05 C COM ITAIP;ITAIPUACU;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
1778622;1;8;1;Não informado;2;2022-07-14;1997-04-15;6810201;0810006,4930202,4299599;RUA;36;S/N;QUADRA111                 LOTE  2                   LOJA  2;ITAIPUACU;24900001.0;RJ;5853;21;37328946;Não informado;Não informado;21;37328946;Não informado;Não informado;Não informado
157830;1;27;1;REILZA CONSTRUCOES;4;2018-11-30;1994-08-12;4744099;4744001,4744003,4744004,4744005,4744006;AVENIDA;CARLOS MARIGHELLA;3601;Não informado;JARDIM ATLANTICO CENTRAL (ITAIPUACU);24934630.0;RJ;5853;21;60163108;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
1797988;1;24;1;Não informado;8;2015-02-09;1997-04-18;4642701;Não informado;RUA;DOMICIO DA GAMA;89;SOBRE LOJA 7;CENTRO;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
1800734;1;18;1;Não informado;8;2015-02-09;1997-02-24;6622300;Não informado;ESTRADA;DE ITAIPUACU;135;LOTE 08 QUADRA 03;ITAOCAIA VALLEY;24900001.0;RJ;5853;21;26363343;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
3480171;1;53;1;Não informado;8;2008-12-31;1999-07-21;9491000;Não informado;RUA;D;S/N;LT 13 QD 20;BAUNEARIO B. VISTA;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
5136537;1;5;1;Não informado;4;2021-03-16;2002-06-12;6311900;6209100;RUA;DA ESPERANCA;S/N;LT 25 QD 17 LOTEAMENTO CHACARAS DE INOHAN;INOHAN;24900001.0;RJ;5853;21;26168737;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
203817;1;67;1;Não informado;8;2000-11-21;1994-09-21;5611204;Não informado;AVENIDA;ROBERTO SILVEIRA;S/N;LOTE 05 QUADRA E;FLAMENGO;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
209152;1;7;1;Não informado;8;2008-12-31;1994-09-05;8512100;Não informado;RUA;NOVENTA;S/N;LOTE 23 QD 462;ITAIPUACU;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
