cnpj_basico;cnpj_ordem;cnpj_dv;identificador_matriz_filial;nome_fantasia;situacao_cadastral;data_situacao_cadastral;data_inicio_atividade;cnae_fiscal_principal;cnae_fiscal_secundaria;tipo_logradouro;logradouro;numero;complemento;bairro;cep;uf;municipio;ddd1;telefone1;ddd2;telefone2;ddd_fax;fax;correio_eletronico;situacao_especial;data_situacao_especial
739602;1;65;1;BAZAR SAO BENTO DA LAGOA;4;2018-11-30;1995-07-31;4713002;Não informado;RUA;DOIS;S/N;LOTE 5 QUADRA 29;ITAIPUACU;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
5728441;1;28;1;P8 SUPORTE TECNICO;8;2009-06-08;2003-06-12;6203100;6202300;RUA;ALBERTO RANGEL;CASA 2;LT.42/ - QD.M - PARTE;PARQUE ELDORADO;24900001.0;RJ;5853;21;25322334;Não informado;Não informado;21;22207558;mwrcontabilidade@ig.com.br;Não informado;Não informado
5735491;1;32;1;Não informado;8;2015-02-09;2003-04-02;5611204;Não informado;RUA;1;10;QD 4 PARTE;ITAIPUACU;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
5066454;2;60;2;Não informado;8;2008-02-27;2004-11-22;4744002;Não informado;RUA;GILMA DOS SANTOS DUARTE;SN;LT 4 A    QUADRA 8;INOA;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
2389834;1;66;1;Não informado;2;2020-04-17;1997-11-26;6491300;Não informado;RUA;CARLOS RANGEL;81;PARTE;CENTRO;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
2389837;1;8;1;Não informado;2;2005-11-03;1998-02-16;5510801;Não informado;ESTRADA;DO CAXITO;68;PARTE;CAXITO;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
2392802;1;10;1;Não informado;4;2018-09-06;1998-02-12;9329899;Não informado;RUA;ALCIDES JOSE RODRIGUES;102;Não informado;CENTRO;24900001.0;RJ;5853;21;6372528;Não informado;Não informado;21;6372528;Não informado;Não informado;Não informado
2404322;1;21;1;Não informado;8;2007-10-08;1997-10-08;4774100;Não informado;RODOVIA;AMARAL PEIXOTO;S/N;KM 15-GLEBA 1;INOA;24900001.0;RJ;5853;21;6372025;Não informado;Não informado;21;6371169;Não informado;Não informado;Não informado
4125492;1;0;1;Não informado;2;2005-11-03;2000-10-27;4120400;4211101,4212000,4213800,4299501,4299599,4313400,4321500,4322301,4322302,4322303,4330401,4330403,4330404,4330499,4391600,4399101,4399103,4399199,7111100,7112000,7119701,7719599,7820500,8111700,8121400,8129000;RUA;CANARINHOS;582;      LOJA                LOTE  719                 QUADRA21;PARQUE NANCI;24914160.0;RJ;5853;21;99831999;Não informado;Não informado;Não informado;Não informado;JDTUNICOL@GMAIL.COM;Não informado;Não informado
4128446;1;57;1;POUSADA DO ITAOCAIA;4;2021-03-16;2000-10-30;5590603;Não informado;RUA;TAQUARA;SN;LTS 23 24 E 25 QD.38;ITAIPUACU;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
4129487;1;68;1;Não informado;8;2008-05-09;2000-10-26;4781400;Não informado;RODOVIA;AMARAL PEIXOTO;KM 16;LOJA 150 E 160;INOA;24900001.0;RJ;5853;21;2537088;Não informado;Não informado;21;2537088;Não informado;Não informado;Não informado
2426105;1;32;1;Não informado;8;2015-02-09;1998-03-11;5611203;Não informado;RUA;ALMEIDA FAGUNDES;104;LOJA 04;CENTRO;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
2426100;1;0;1;SALVA RADIO;8;2008-12-31;1994-07-25;9430800;9493600,9499500;RUA;MAUES;LT 22;QUADRA 14;ITAIPUACU;24900001.0;RJ;5853;21;2936491;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
811926;1;67;1;Não informado;8;2000-04-25;1995-09-15;4729699;Não informado;RUA;DAS CAMELIAS;0101;LOJA 1;SAO JOSE;24900001.0;RJ;5853;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
